PMCID,PMID,doi,year,title,journal,topic,file,license
PMC8969407,35382257,10.1007/s00382-022-06247-8,2022.0,East Asian summer monsoon enhanced by COVID-19.,Climate dynamics,Infectious,oa_package/22/c2/PMC8969407.tar.gz,NO-CC CODE
PMC7407614,32646014,10.3390/biology9070156,2020.0,CoVid-19 Pandemic Trend Modeling and Analysis to Support Resilience Decision-Making.,Biology,Infectious,oa_package/05/ae/PMC7407614.tar.gz,CC BY
PMC7939383,33109609,10.1074/jbc.RA120.015924,2020.0,"ZBP1 promotes fungi-induced inflammasome activation and pyroptosis, apoptosis, and necroptosis (PANoptosis).",The Journal of biological chemistry,Infectious,oa_package/89/29/PMC7939383.tar.gz,CC BY
PMC7523112,32995786,10.1101/2020.09.15.299164,2020.0,"Ebselen, disulfiram, carmofur, PX-12, tideglusib, and shikonin are non-specific promiscuous SARS-CoV-2 main protease inhibitors.",bioRxiv : the preprint server for biology,Infectious,oa_package/27/0b/PMC7523112.tar.gz,CC BY-ND
PMC8502749,34660038,10.7759/cureus.17829,2021.0,Turmeric as a Possible Treatment for COVID-19-Induced Anosmia and Ageusia.,Cureus,Infectious,oa_package/63/f4/PMC8502749.tar.gz,CC BY
PMC9138346,35625891,10.3390/biomedicines10051154,2022.0,Myxomavirus Serp-1 Protein Ameliorates Inflammation in a Mouse Model of Duchenne Muscular Dystrophy.,Biomedicines,Infectious,oa_package/b9/5d/PMC9138346.tar.gz,CC BY
PMC11880519,40038286,10.1038/s41467-025-56994-5,2025.0,Prospective cohort study of fatigue before and after SARS-CoV-2 infection in the Netherlands.,Nature communications,Infectious,oa_package/5f/c5/PMC11880519.tar.gz,CC BY-NC-ND
PMC8537737,34683419,10.3390/microorganisms9102098,2021.0,Molecular Identification of Pathogenic Free-Living Amoeba from Household Biofilm Samples in Iran: A Risk Factor for Acanthamoeba Keratitis.,Microorganisms,Infectious,oa_package/84/36/PMC8537737.tar.gz,CC BY
PMC8318523,34331876,10.1016/S1473-3099(21)00388-1,2021.0,Cameroon's bold response to the COVID-19 pandemic during the first and second waves.,The Lancet. Infectious diseases,Infectious,oa_package/23/72/PMC8318523.tar.gz,NO-CC CODE
PMC9145763,35630371,10.3390/microorganisms10050926,2022.0,Diversity of Cytochrome c Oxidase Assembly Proteins in Bacteria.,Microorganisms,Infectious,oa_package/77/b5/PMC9145763.tar.gz,CC BY
PMC10180964,37176914,10.3390/plants12091856,2023.0,"Arbuscular Mycorrhizal Fungi and Compost-Based Biostimulants Enhance Fitness, Physiological Responses, Yield, and Quality Traits of Drought-Stressed Tomato Plants.","Plants (Basel, Switzerland)",Infectious,oa_package/1d/e4/PMC10180964.tar.gz,CC BY
PMC9123740,35598032,10.1186/s13756-022-01113-y,2022.0,"Microbiologically confirmed infections and antibiotic-resistance in a national surveillance study of hospitalised patients who died with COVID-19, Italy 2020-2021.",Antimicrobial resistance and infection control,Infectious,oa_package/23/c2/PMC9123740.tar.gz,CC BY
PMC8570936,34774359,10.1016/j.vaccine.2021.10.055,2021.0,Early experience with COVID-19 vaccine in a Federally-Qualified Healthcare Center for the homeless.,Vaccine,Infectious,oa_package/01/6d/PMC8570936.tar.gz,NO-CC CODE
PMC9161690,38013720,10.1016/j.imj.2022.05.001,2022.0,"Tocilizumab in severe COVID-19 - A randomized, double-blind, placebo-controlled trial.",Infectious medicine,Infectious,oa_package/a5/12/PMC9161690.tar.gz,CC BY
PMC9736408,36501399,10.3390/plants11233360,2022.0,"Ectomycorrhizal Fungi Modulate Pedunculate Oak's Heat Stress Responses through the Alternation of Polyamines, Phenolics, and Osmotica Content.","Plants (Basel, Switzerland)",Infectious,oa_package/76/a9/PMC9736408.tar.gz,CC BY
PMC8071190,33920772,10.3390/v13040675,2021.0,Epstein-Barr Virus LMP1 Modulates the CD63 Interactome.,Viruses,Infectious,oa_package/a5/73/PMC8071190.tar.gz,CC BY
PMC11565984,39553964,10.1101/2024.10.31.621444,2024.0,Structure and evolution of Photosystem I in the early-branching cyanobacterium Anthocerotibacter panamensis.,bioRxiv : the preprint server for biology,Infectious,oa_package/7b/e5/PMC11565984.tar.gz,CC BY-NC-ND
PMC9768768,36570817,10.1007/s11097-022-09878-8,2022.0,Grief and the non-death losses of Covid-19.,Phenomenology and the cognitive sciences,Infectious,oa_package/10/3e/PMC9768768.tar.gz,CC BY
PMC12175845,40535759,10.3389/fphar.2025.1558054,2025.0,Real-world data of Azvudine-induced hepatotoxicity among hospitalized COVID-19 patients in China: a retrospective case-control study.,Frontiers in pharmacology,Infectious,oa_package/d1/84/PMC12175845.tar.gz,CC BY
PMC11123734,38787203,10.3390/pathogens13050351,2024.0,Probiotic Effect of Streptococcus dentisani on Oral Pathogens: An In Vitro Study.,"Pathogens (Basel, Switzerland)",Infectious,oa_package/b2/76/PMC11123734.tar.gz,CC BY
PMC7833229,33370400,10.1371/journal.ppat.1009177,2020.0,T-cell responses to sequentially emerging viral escape mutants shape long-term HIV-1 population dynamics.,PLoS pathogens,Infectious,oa_package/30/55/PMC7833229.tar.gz,CC BY
PMC11900241,40076548,10.3390/ijms26051922,2025.0,Unraveling the Mechanism of the Endophytic Bacterial Strain Pseudomonas oryzihabitans GDW1 in Enhancing Tomato Plant Growth Through Modulation of the Host Transcriptome and Bacteriome.,International journal of molecular sciences,Infectious,oa_package/1e/be/PMC11900241.tar.gz,CC BY
PMC11875532,39655790,10.1056/NEJMoa2410597,2024.0,Lentiviral Gene Therapy with CD34+ Hematopoietic Cells for Hemophilia A.,The New England journal of medicine,Infectious,oa_package/c8/0b/PMC11875532.tar.gz,CC BY-NC-ND
PMC7538047,33025310,10.1186/s43044-020-00103-y,2020.0,Clinical and angiographic characteristics of patients with STEMI and confirmed diagnosis of COVID-19: an experience of Tanta University Hospital.,The Egyptian heart journal : (EHJ) : official bulletin of the Egyptian Society of Cardiology,Infectious,oa_package/2f/6d/PMC7538047.tar.gz,CC BY
PMC11748775,39762090,10.1136/bmjopen-2024-084311,2025.0,Early prediction of long COVID-19 syndrome persistence at 12 months after hospitalisation: a prospective observational study from Ukraine.,BMJ open,Infectious,oa_package/2c/fa/PMC11748775.tar.gz,CC BY-NC
PMC9937429,36803607,10.1016/j.nwh.2023.01.004,2023.0,Maternity Care Clinicians' Experiences Promoting Infant Safe Sleep and Breastfeeding During the COVID-19 Pandemic.,Nursing for women's health,Infectious,oa_package/2b/de/PMC9937429.tar.gz,NO-CC CODE
PMC6606801,31266866,10.1128/mBio.00957-19,2019.0,mRNA Degradation Rates Are Coupled to Metabolic Status in Mycobacterium smegmatis.,mBio,Infectious,oa_package/a7/d8/PMC6606801.tar.gz,CC BY
PMC8261785,34268024,10.7759/cureus.15492,2021.0,Steroid-Responsive Myositis Associated With Acute Hepatitis E Infection.,Cureus,Infectious,oa_package/1d/0d/PMC8261785.tar.gz,CC BY
PMC8774587,35054342,10.3390/diagnostics12010176,2022.0,Early Routine Biomarkers of SARS-CoV-2 Morbidity and Mortality: Outcomes from an Emergency Section.,"Diagnostics (Basel, Switzerland)",Infectious,oa_package/ff/37/PMC8774587.tar.gz,CC BY
PMC8925286,35294577,10.1007/s00106-022-01158-w,2022.0,[How to impart scientific knowledge and writing skills? Digital education during the COVID-19 pandemic using the example of otorhinolaryngology].,HNO,Infectious,oa_package/69/bd/PMC8925286.tar.gz,CC BY
PMC8872200,35206227,10.3390/ijerph19042039,2022.0,Suburban Road Networks to Explore COVID-19 Vulnerability and Severity.,International journal of environmental research and public health,Infectious,oa_package/a7/14/PMC8872200.tar.gz,CC BY
PMC9607386,36298802,10.3390/v14102247,2022.0,Pathological Studies on Hantaan Virus-Infected Mice Simulating Severe Hemorrhagic Fever with Renal Syndrome.,Viruses,Infectious,oa_package/5d/7e/PMC9607386.tar.gz,CC BY
PMC9670874,36286993,10.1128/mra.00896-22,2022.0,"Complete Genome Sequence of a Gamaleyavirus Phage, Lytic against Avian Pathogenic Escherichia coli.",Microbiology resource announcements,Infectious,oa_package/25/99/PMC9670874.tar.gz,CC BY
PMC5974471,29844112,10.1128/mBio.00785-18,2018.0,Fungal Isocyanide Synthases and Xanthocillin Biosynthesis in Aspergillus fumigatus.,mBio,Infectious,oa_package/08/75/PMC5974471.tar.gz,CC BY
PMC11401170,39281706,10.1016/j.omtn.2024.102310,2024.0,Aptamer-decorated nanocarriers for viral adsorption: A special look at COVID-19.,Molecular therapy. Nucleic acids,Infectious,oa_package/9b/d0/PMC11401170.tar.gz,CC BY-NC-ND
PMC8599069,34806009,10.1093/jacamr/dlab171,2021.0,"A rapid evidence assessment exploring whether antimicrobial resistance complicates non-infectious health conditions and healthcare services, 2010-20.",JAC-antimicrobial resistance,Infectious,oa_package/16/6f/PMC8599069.tar.gz,CC BY-NC
PMC9029954,35458512,10.3390/v14040782,2022.0,Two Years and Four Time Points: Description of Emotional State and Coping Strategies of French University Students during the COVID-19 Pandemic.,Viruses,Infectious,oa_package/93/c5/PMC9029954.tar.gz,CC BY
PMC11200584,38927268,10.3390/biology13060388,2024.0,"Whole Genome Analysis and Assessment of the Metabolic Potential of Streptomyces carpaticus SCPM-O-B-9993, a Promising Phytostimulant and Antiviral Agent.",Biology,Infectious,oa_package/0c/cd/PMC11200584.tar.gz,CC BY
PMC10929054,38476736,10.1177/20499361241237617,2024.0,Infective endocarditis due to Citrobacter koseri following testicular trauma: case report and literature review.,Therapeutic advances in infectious disease,Infectious,oa_package/68/76/PMC10929054.tar.gz,CC BY-NC
PMC10223379,37242407,10.3390/pathogens12050737,2023.0,The Involvement of Neutrophil in the Immune Dysfunction Associated with BVDV Infection.,"Pathogens (Basel, Switzerland)",Infectious,oa_package/b0/d3/PMC10223379.tar.gz,CC BY
PMC11428533,39335085,10.3390/antibiotics13090912,2024.0,Efficacy of Trichoderma spp. and Kosakonia sp. Both Independently and Combined with Fungicides against Botrytis cinerea on Strawberries.,"Antibiotics (Basel, Switzerland)",Infectious,oa_package/89/8a/PMC11428533.tar.gz,CC BY
PMC9113953,35602469,10.1016/j.idcr.2022.e01509,2022.0,Coexisting portal vein thrombosis and aortic thrombosis in a patient with COVID-19: A case report and literature review.,IDCases,Infectious,oa_package/66/a7/PMC9113953.tar.gz,CC BY-NC-ND
PMC6449843,30984142,10.3389/fmicb.2019.00615,2019.0,Transcriptional Reprogramming of Arabidopsis thaliana Defence Pathways by the Entomopathogen Beauveria bassiana Correlates With Resistance Against a Fungal Pathogen but Not Against Insects.,Frontiers in microbiology,Infectious,oa_package/e7/a3/PMC6449843.tar.gz,CC BY
PMC6598364,31248409,10.1186/s12890-019-0881-z,2019.0,Hemoptysis requiring bronchial artery embolization in patients with nontuberculous mycobacterial lung disease.,BMC pulmonary medicine,Infectious,oa_package/5f/db/PMC6598364.tar.gz,CC BY
PMC11296393,39100037,10.7759/cureus.63755,2024.0,Bilateral Blistering Rash Following Gastric Bypass Procedure and Mushroom Soup Diet: Hepatitis C Virus-Seronegative Necrolytic Acral Erythema.,Cureus,Infectious,oa_package/05/84/PMC11296393.tar.gz,CC BY
PMC10786288,38181060,10.1073/pnas.2321411121,2024.0,"Correction for Thoenen et al., Bacterial tolerance to host-exuded specialized metabolites structures the maize root microbiome.",Proceedings of the National Academy of Sciences of the United States of America,Infectious,oa_package/75/84/PMC10786288.tar.gz,CC BY-NC-ND
PMC11817072,39941936,10.3390/foods14030343,2025.0,The Effects of Packaging Barrier Properties Coupled with Storage Temperatures on the Dominant Spoilage Bacteria Composition and Freshness Quality of Lamb.,"Foods (Basel, Switzerland)",Infectious,oa_package/73/13/PMC11817072.tar.gz,CC BY
PMC9957571,36843758,10.7759/cureus.34178,2023.0,Clinical Features of Hypoxemia Due to Infection Under Home-Based Medication During the COVID-19 Pandemic Period.,Cureus,Infectious,oa_package/80/26/PMC9957571.tar.gz,CC BY
PMC10932144,38473921,10.3390/ijms25052672,2024.0,The Microtubule End Binding Protein Mal3 Is Essential for the Dynamic Assembly of Microtubules during Magnaporthe oryzae Growth and Pathogenesis.,International journal of molecular sciences,Infectious,oa_package/ef/0c/PMC10932144.tar.gz,CC BY
PMC9162418,34236808,10.21470/1678-9741-2020-0460,2022.0,"Society First Underestimates, Then Overestimates and Finally Ignores COVID-19: Quo Vadis, Cardiac Surgery?",Brazilian journal of cardiovascular surgery,Infectious,oa_package/c4/4b/PMC9162418.tar.gz,CC BY
PMC9410094,36005520,10.3390/md20080517,2022.0,Novel β-Hairpin Peptide from Marine Polychaeta with a High Efficacy against Gram-Negative Pathogens.,Marine drugs,Infectious,oa_package/f2/d7/PMC9410094.tar.gz,CC BY
PMC9959004,36838216,10.3390/microorganisms11020251,2023.0,The Use of Mycelial Fungi to Test the Fungal Resistance of Polymeric Materials.,Microorganisms,Infectious,oa_package/47/cc/PMC9959004.tar.gz,CC BY
PMC9484485,36007136,10.2196/37775,2022.0,Actions Speak Louder Than Words: Sentiment and Topic Analysis of COVID-19 Vaccination on Twitter and Vaccine Uptake.,JMIR formative research,Infectious,oa_package/0a/7b/PMC9484485.tar.gz,CC BY
PMC6949375,31819262,10.1038/s41586-019-1786-y,2019.0,A bacteriophage nucleus-like compartment shields DNA from CRISPR nucleases.,Nature,Infectious,oa_package/52/cf/PMC6949375.tar.gz,NO-CC CODE
PMC8458643,34568395,10.3389/fmed.2021.742419,2021.0,"T-Lymphocyte Subsets Alteration, Infection and Renal Outcome in Advanced Chronic Kidney Disease.",Frontiers in medicine,Infectious,oa_package/d5/87/PMC8458643.tar.gz,CC BY
PMC6460031,30975808,10.1128/MRA.00134-19,2019.0,Complete Genome Sequence of Bacillus amyloliquefaciens Bacteriophage Ray17.,Microbiology resource announcements,Infectious,oa_package/f2/01/PMC6460031.tar.gz,CC BY
PMC7523256,32993540,10.1186/s12879-020-05439-z,2020.0,A young adult with COVID-19 and multisystem inflammatory syndrome in children (MIS-C)-like illness: a case report.,BMC infectious diseases,Infectious,oa_package/a1/84/PMC7523256.tar.gz,CC BY
PMC7336127,32829968,10.1016/j.amepre.2020.06.007,2020.0,Perceived Discrimination and Mental Distress Amid the COVID-19 Pandemic: Evidence From the Understanding America Study.,American journal of preventive medicine,Infectious,oa_package/f2/b5/PMC7336127.tar.gz,NO-CC CODE
PMC8579803,34765808,10.4103/joco.joco_134_21,2021.0,Ocular Manifestations of Emerging Arthropod-Borne Infectious Diseases.,Journal of current ophthalmology,Infectious,oa_package/37/fe/PMC8579803.tar.gz,CC BY-NC-SA
PMC9786227,36560797,10.3390/v14122793,2022.0,"HIV-1 gp120 Protein Activates Cyclin-Dependent Kinase 1, a Possible Link to Central Nervous System Cell Death.",Viruses,Infectious,oa_package/81/6d/PMC9786227.tar.gz,CC BY
PMC7908348,33503829,10.3390/ijerph18031030,2021.0,Susceptibility to Coronavirus (COVID-19) in Occupational Settings: The Complex Interplay between Individual and Workplace Factors.,International journal of environmental research and public health,Infectious,oa_package/b3/b6/PMC7908348.tar.gz,CC BY
PMC11267850,39044127,10.1186/s12866-024-03431-0,2024.0,Sustained gut dysbiosis and intestinal inflammation show correlation with weight gain in person with chronic HIV infection on antiretroviral therapy.,BMC microbiology,Infectious,oa_package/ad/5e/PMC11267850.tar.gz,CC BY
PMC10025392,36949816,10.3389/fcimb.2023.1146000,2023.0,Recruitment of heterologous substrates by bacterial secretion systems for transkingdom translocation.,Frontiers in cellular and infection microbiology,Infectious,oa_package/61/e6/PMC10025392.tar.gz,CC BY
PMC9683548,36417391,10.1371/journal.pone.0277613,2022.0,A national household survey on HIV prevalence and clinical cascade among children aged ≤15 years in Kenya (2018).,PloS one,Infectious,oa_package/56/26/PMC9683548.tar.gz,CC0
PMC8047219,33869214,10.3389/fcell.2021.654654,2021.0,Titanium Nanotube Modified With Silver Cross-Linked Basic Fibroblast Growth Factor Improves Osteoblastic Activities of Dental Pulp Stem Cells and Antibacterial Effect.,Frontiers in cell and developmental biology,Infectious,oa_package/c9/fb/PMC8047219.tar.gz,CC BY
PMC10073576,37100681,10.1016/j.medcli.2023.03.025,2023.0,Remdesivir plus dexamethasone is associated to improvement in the clinical outcome of COVID-19 hospitalized patients regardless of their vaccination status.,Medicina clinica,Infectious,oa_package/24/11/PMC10073576.tar.gz,NO-CC CODE
PMC7541949,33072029,10.3389/fmicb.2020.569879,2020.0,"Phosphorus Availability Promotes Bacterial DOC-Mineralization, but Not Cumulative CO(2)-Production.",Frontiers in microbiology,Infectious,oa_package/03/af/PMC7541949.tar.gz,CC BY
PMC6566719,31126102,10.3390/ijms20102538,2019.0,Effects of Abscisic Acid and Salicylic Acid on Gene Expression in the Antiviral RNA Silencing Pathway in Arabidopsis.,International journal of molecular sciences,Infectious,oa_package/b8/0a/PMC6566719.tar.gz,CC BY
PMC9017063,35462634,10.1016/j.jmaa.2022.126271,2022.0,Mean field game for modeling of COVID-19 spread.,Journal of mathematical analysis and applications,Infectious,oa_package/77/81/PMC9017063.tar.gz,NO-CC CODE
PMC9364818,35840098,10.1016/j.ijid.2022.07.025,2022.0,SARS-CoV-2 Reinfection Rate and Outcomes in Saudi Arabia: A National Retrospective Study.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,Infectious,oa_package/b7/ad/PMC9364818.tar.gz,NO-CC CODE
PMC12445074,40965003,10.1111/nhs.70235,2025.0,The Ripple Effect of COVID-19: How Lockdown Regulations Shaped Antiretroviral Therapy Initiation Among People Living With HIV in Johannesburg.,Nursing & health sciences,Infectious,oa_package/f2/ac/PMC12445074.tar.gz,CC BY-NC
PMC10470067,37341493,10.1128/msystems.00083-23,2023.0,Insights into the metabolic specificities of pathogenic strains from the Ralstonia solanacearum species complex.,mSystems,Infectious,oa_package/4f/5e/PMC10470067.tar.gz,CC BY
PMC7719634,33329545,10.3389/fimmu.2020.577516,2020.0,Impact of Helminth Infections on Female Reproductive Health and Associated Diseases.,Frontiers in immunology,Infectious,oa_package/11/8c/PMC7719634.tar.gz,CC BY
PMC9266322,35806223,10.3390/ijms23137220,2022.0,Nitrate Utilization Promotes Systemic Infection of Salmonella Typhimurium in Mice.,International journal of molecular sciences,Infectious,oa_package/0e/67/PMC9266322.tar.gz,CC BY
PMC8832175,35142835,10.1001/jamanetworkopen.2021.47915,2022.0,"Analysis of Vaccination Rates and New COVID-19 Infections by US County, July-August 2021.",JAMA network open,Infectious,oa_package/ab/3b/PMC8832175.tar.gz,CC BY
PMC7534340,33062385,10.1080/21501203.2020.1741470,2020.0,Biological activities and variation of symbiotic fungi isolated from Coral reefs collected from Red Sea in Egypt.,Mycology,Infectious,oa_package/39/0c/PMC7534340.tar.gz,CC BY-NC
PMC11890398,40056226,10.1007/s00403-025-04030-3,2025.0,Condensed low-dose total skin electron beam therapy for mycosis fungoides: an institutional retrospective review and subgroup analysis of patients with large cell transformation.,Archives of dermatological research,Infectious,oa_package/3b/6a/PMC11890398.tar.gz,CC BY
PMC8104139,33323824,10.1097/CM9.0000000000001297,2020.0,Multifactorial role of HIV-Vpr in cell apoptosis revealed by a naturally truncated 54aa variant.,Chinese medical journal,Infectious,oa_package/4e/13/PMC8104139.tar.gz,CC BY-NC-ND
PMC8197054,34178212,10.11604/pamj.2021.38.293.26843,2021.0,"Assessment of adherence to public health measures and their impact on the COVID-19 outbreak in Benin Republic, West Africa.",The Pan African medical journal,Infectious,oa_package/4b/84/PMC8197054.tar.gz,CC BY
PMC10847071,38319497,10.1007/s00436-024-08136-x,2024.0,Improved 18S rDNA profiling of parasite communities in salmonid tissues using a host blocking primer.,Parasitology research,Infectious,oa_package/e7/6e/PMC10847071.tar.gz,CC BY
PMC8832523,35144724,10.2807/1560-7917.ES.2022.27.6.2001953,2022.0,"Early chains of transmission of COVID-19 in France, January to March 2020.",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,Infectious,oa_package/3a/78/PMC8832523.tar.gz,CC BY
PMC7809091,33469476,10.1007/s10389-020-01473-y,2021.0,A county-level study of the effects of state-mandated COVID-19 lockdowns on urban and rural restaurant visits using consumers' cell phone geo-location data.,Zeitschrift fur Gesundheitswissenschaften = Journal of public health,Infectious,oa_package/02/8d/PMC7809091.tar.gz,NO-CC CODE
PMC11331569,39161344,10.1177/20552076241272565,2024.0,Paving initial forecasting COVID-19 spread capabilities by nonexperts: A case study.,Digital health,Infectious,oa_package/25/47/PMC11331569.tar.gz,CC BY-NC-ND
PMC7492147,32952322,10.1016/j.jairtraman.2020.101933,2020.0,"Risks, resilience, and pathways to sustainable aviation: A COVID-19 perspective.",Journal of air transport management,Infectious,oa_package/4f/d3/PMC7492147.tar.gz,NO-CC CODE
PMC12087176,40390015,10.1186/s12951-025-03443-6,2025.0,Structural optimization of Sr/Zn-phosphate conversion coatings triggered by ions preloading on micro/nanostructured titanium surfaces for bacterial infection control and enhanced osteogenesis.,Journal of nanobiotechnology,Infectious,oa_package/9c/d8/PMC12087176.tar.gz,CC BY-NC-ND
PMC6831733,31701094,10.1016/j.fochx.2019.100052,2019.0,Diversely positive-charged gold nanoparticles based biosensor: A label-free and sensitive tool for foodborne pathogen detection.,Food chemistry: X,Infectious,oa_package/8c/db/PMC6831733.tar.gz,CC BY
PMC12325065,40771815,10.3389/fimmu.2025.1630015,2025.0,Regulated programmed cell death in acute lung injury: from pathogenesis to therapy.,Frontiers in immunology,Infectious,oa_package/83/3f/PMC12325065.tar.gz,CC BY
PMC11992792,40221784,10.1186/s12917-025-04638-7,2025.0,Antibacterial effects of cinnamaldehyde and hesperitin on resistant Glaesserella parasuis by suppressing QseBC two-component system.,BMC veterinary research,Infectious,oa_package/9b/93/PMC11992792.tar.gz,CC BY-NC-ND
PMC8568205,34795706,10.4314/ahs.v21i2.8,2021.0,Application of Integrated Behavioral Model (IBM) to measure intention to get early screening and treatment of Sexually Transmitted Infections (STIs) among HIV at- risk sub-populations in Ethiopia.,African health sciences,Infectious,oa_package/ab/c6/PMC8568205.tar.gz,CC BY
PMC9822946,36657884,10.1016/j.aca.2023.340812,2023.0,An integrated dual-layer microfluidic platform for multiple respiratory viruses screening.,Analytica chimica acta,Infectious,oa_package/63/ce/PMC9822946.tar.gz,NO-CC CODE
PMC8123379,34146997,10.1016/j.mycmed.2021.101155,2021.0,Coronavirus disease and candidemia infection: A case report.,Journal de mycologie medicale,Infectious,oa_package/55/01/PMC8123379.tar.gz,NO-CC CODE
PMC8053365,33901788,10.1016/j.rmed.2021.106421,2021.0,Evolution of lung function and chest CT 6 months after COVID-19 pneumonia: Real-life data from a Belgian University Hospital.,Respiratory medicine,Infectious,oa_package/a7/ca/PMC8053365.tar.gz,NO-CC CODE
PMC10511058,35491102,10.1247/csf.21047,2022.0,A method for the generation of pseudovirus particles bearing SARS coronavirus spike protein in high yields.,Cell structure and function,Infectious,oa_package/ea/23/PMC10511058.tar.gz,CC BY
PMC10686425,38019765,10.1371/journal.pone.0276033,2023.0,"Antibiogram of uropathogens and associated risk factors among asymptomatic female college students in Dessie town, Northeast Ethiopia.",PloS one,Infectious,oa_package/51/8b/PMC10686425.tar.gz,CC BY
PMC12489106,41034380,10.1038/s44298-025-00154-5,2025.0,Impact of naturally occurring hemagglutinin substitutions on antigenicity and fitness of influenza A(H5N1) virus.,Npj viruses,Infectious,oa_package/5b/37/PMC12489106.tar.gz,CC BY
PMC9785067,36547424,10.3390/jcdd9120427,2022.0,Long COVID-19 Myocarditis and Various Heart Failure Presentations: A Case Series.,Journal of cardiovascular development and disease,Infectious,oa_package/10/40/PMC9785067.tar.gz,CC BY
PMC11066814,38707164,10.7759/cureus.57502,2024.0,Prevalence of Bacterial Vaginosis and Its Association With Preterm Birth in a Tertiary Care Hospital in Chennai: A Cross-Sectional Study.,Cureus,Infectious,oa_package/f2/36/PMC11066814.tar.gz,CC BY
PMC10007125,36904536,10.3390/polym15051296,2023.0,Polymer-Based Conductive Nanocomposites for the Development of Bioanodes Using Membrane-Bound Enzyme Systems of Bacteria Gluconobacter oxydans in Biofuel Cells.,Polymers,Infectious,oa_package/6e/33/PMC10007125.tar.gz,CC BY
PMC8139687,33692204,10.1128/JVI.00051-21,2021.0,Porcine Sapovirus-Induced Tight Junction Dissociation via Activation of RhoA/ROCK/MLC Signaling Pathway.,Journal of virology,Infectious,oa_package/f5/d1/PMC8139687.tar.gz,CC BY
PMC6443024,30803932,10.1016/j.ebiom.2019.02.038,2019.0,Specific pathogen-free (SPF) animal status as a variable in biomedical research: Have we come full circle?,EBioMedicine,Infectious,oa_package/18/6a/PMC6443024.tar.gz,CC BY-NC-ND
PMC10004296,36820775,10.1590/1806-9282.20221452,2023.0,Transcranial direct current stimulation associated with pharmacological approaches in patients infected by SARS-CoV-2.,Revista da Associacao Medica Brasileira (1992),Infectious,oa_package/5c/95/PMC10004296.tar.gz,CC BY-NC
PMC12345263,40576353,10.1128/mbio.01390-25,2025.0,The cAMP responsive element modulator (CREM) transcription factor influences susceptibility to undernutrition and infection.,mBio,Infectious,oa_package/13/39/PMC12345263.tar.gz,CC BY
PMC12230949,40623760,10.1136/bmjopen-2025-102233,2025.0,What motivates GPs to vaccinate against influenza? Protocol for a mixed-methods study.,BMJ open,Infectious,oa_package/f2/1a/PMC12230949.tar.gz,CC BY-NC
PMC12259386,40666568,10.7759/cureus.86024,2025.0,A Rare Case of Polymicrobial Empyema Associated With COVID-19 Infection Complicated by a Bronchopleural Fistula.,Cureus,Infectious,oa_package/df/a4/PMC12259386.tar.gz,CC BY
PMC8349269,34373777,10.1155/2021/9931731,2021.0,In Silico Screening of Putative Corynebacterium pseudotuberculosis Antigens and Serological Diagnosis for Caseous Lymphadenitis in Sheep by Enzyme-Linked Immunosorbent Assay.,Veterinary medicine international,Infectious,oa_package/9a/cb/PMC8349269.tar.gz,CC BY
PMC10683832,37708842,10.3201/eid2912.230966,2023.0,"Detection of African Swine Fever Virus from Wild Boar, Singapore, 2023.",Emerging infectious diseases,Infectious,oa_package/9c/59/PMC10683832.tar.gz,CC BY
PMC11737081,39688427,10.1128/mra.00447-24,2024.0,Genome sequences of bacteriophages that infect Salmonella Typhi from Bangladesh.,Microbiology resource announcements,Infectious,oa_package/02/1f/PMC11737081.tar.gz,CC BY
PMC8479770,34604847,10.1021/jacsau.1c00173,2021.0,Toward Point-of-Care Detection of Mycobacterium tuberculosis: A Brighter Solvatochromic Probe Detects Mycobacteria within Minutes.,JACS Au,Infectious,oa_package/56/2e/PMC8479770.tar.gz,CC BY
PMC12423002,40931146,10.1007/s13659-025-00544-5,2025.0,"Chalasoergodimers A-E, heterodimers with multiple polymerization modes from a marine-derived Chaetomium sp. fungus.",Natural products and bioprospecting,Infectious,oa_package/80/6a/PMC12423002.tar.gz,CC BY
PMC9665936,32711800,10.1016/S0140-6736(20)31065-5,2020.0,"Emtricitabine and tenofovir alafenamide vs emtricitabine and tenofovir disoproxil fumarate for HIV pre-exposure prophylaxis (DISCOVER): primary results from a randomised, double-blind, multicentre, active-controlled, phase 3, non-inferiority trial.","Lancet (London, England)",Infectious,oa_package/08/8c/PMC9665936.tar.gz,NO-CC CODE
PMC12526054,41103673,10.1093/nargab/lqaf133,2025.0,Comparison of missing data handling methods for variant pathogenicity predictors.,NAR genomics and bioinformatics,Infectious,oa_package/23/2d/PMC12526054.tar.gz,CC BY
PMC10659368,37986818,10.1101/2023.11.07.566054,2023.0,X-ray-driven chemistry and conformational heterogeneity in atomic resolution crystal structures of bacterial dihydrofolate reductases.,bioRxiv : the preprint server for biology,Infectious,oa_package/5c/3d/PMC10659368.tar.gz,CC BY-NC-ND
PMC7402679,32746966,10.7554/eLife.57626,2020.0,Expression of different L1 isoforms of Mastomys natalensis papillomavirus as mechanism to circumvent adaptive immunity.,eLife,Infectious,oa_package/bd/ca/PMC7402679.tar.gz,CC BY
